customer_id,tenure_months,monthly_charges,support_tickets,payment_delays,churn_label
CUST-01469,22,42.07,6,1,1
CUST-01470,26,73.33,9,3,1
CUST-01471,3,119.6,0,3,1
CUST-01472,41,100.05,5,3,1
CUST-01473,60,104.56,5,3,1
CUST-01474,14,83.53,5,3,1
CUST-01475,12,24.16,1,4,1
CUST-01476,12,40.68,7,2,1
CUST-01477,13,112.51,4,1,1
CUST-01478,25,56.61,4,3,1
CUST-01479,45,30.36,1,4,1
CUST-01480,19,90.24,3,4,1
CUST-01481,55,49.95,8,4,1
CUST-01482,45,46.89,8,2,1
CUST-01483,8,119.8,5,3,1
CUST-01484,53,105.81,8,4,1
CUST-01485,55,60.79,3,4,1
CUST-01486,32,118.03,0,3,1
CUST-01487,51,85.01,1,2,0
CUST-01488,44,94.2,0,4,1
CUST-01489,70,23.15,7,1,1
CUST-01490,18,32.16,8,0,1
CUST-01491,22,83.31,9,0,1
CUST-01492,37,109.9,5,0,1
CUST-01493,56,82.37,1,2,0
CUST-01494,59,33.4,5,4,1
CUST-01495,3,31.58,8,0,1
CUST-01496,28,104.42,2,0,0
CUST-01497,35,33.93,8,3,1
CUST-01498,61,72.02,1,4,1
CUST-01499,54,23.71,4,4,1
CUST-01500,63,28.07,1,3,1
CUST-01501,7,87.23,6,4,1
CUST-01502,49,88.92,9,1,1
CUST-01503,31,54.15,8,2,1
CUST-01504,58,41.56,6,3,1
CUST-01505,61,101.37,4,0,0
CUST-01506,24,41.71,3,4,1
CUST-01507,20,74.2,3,1,1
CUST-01508,37,116.82,9,1,1
CUST-01509,4,34.79,7,2,1
CUST-01510,20,114.09,9,1,1
CUST-01511,60,38.29,9,4,1
CUST-01512,24,76.74,9,4,1
CUST-01513,50,57.7,9,1,1
CUST-01514,49,116.49,9,4,1
CUST-01515,51,47.35,0,4,1
CUST-01516,36,59.97,4,0,1
CUST-01517,66,118.29,1,3,0
CUST-01518,34,73.65,8,4,1
CUST-01519,36,70.26,6,4,1
CUST-01520,6,45.78,9,2,1
CUST-01521,39,90.14,7,3,1
CUST-01522,42,21.44,5,3,1
CUST-01523,58,24.95,8,3,1
CUST-01524,12,79.94,5,1,1
CUST-01525,3,54.17,6,0,1
CUST-01526,18,115.33,6,0,1
CUST-01527,40,110.32,8,2,1
CUST-01528,21,91.37,7,3,1
CUST-01529,15,101.81,0,3,1
CUST-01530,26,86.73,3,4,1
CUST-01531,8,32.56,6,1,1
CUST-01532,42,96.55,7,1,1
CUST-01533,44,41.02,6,2,1
CUST-01534,14,52.34,2,0,1
CUST-01535,2,101.92,3,3,1
CUST-01536,37,73.65,6,2,1
CUST-01537,69,105.99,7,1,1
CUST-01538,38,41.3,6,1,1
CUST-01539,41,80.78,5,1,1
CUST-01540,62,28.38,8,3,1
CUST-01541,60,84.31,8,3,1
CUST-01542,14,96.25,6,3,1
CUST-01543,2,78.49,7,4,1
CUST-01544,70,46.62,5,0,0
CUST-01545,17,23.13,0,1,1
CUST-01546,28,31.94,0,1,1
CUST-01547,66,82.23,5,4,1
CUST-01548,35,113.44,1,1,0
CUST-01549,5,40.65,7,1,1
CUST-01550,65,93.5,0,3,0
CUST-01551,40,106.65,1,3,1
CUST-01552,56,72.09,7,0,1
CUST-01553,36,86.93,5,1,1
CUST-01554,45,101.5,9,2,1
CUST-01555,23,46.07,1,1,1
CUST-01556,47,49.69,1,1,0
CUST-01557,31,20.06,6,0,1
CUST-01558,11,116.31,4,2,1
CUST-01559,10,111.75,4,1,1
CUST-01560,67,96.46,7,2,1
CUST-01561,14,27.91,6,3,1
CUST-01562,10,64.75,8,3,1
CUST-01563,1,30.19,3,2,1
CUST-01564,5,21.59,9,1,1
CUST-01565,20,81.62,3,2,1
CUST-01566,8,116.08,1,2,1
CUST-01567,43,110.29,2,3,1
CUST-01568,1,89.68,0,2,1
CUST-01569,57,29.66,0,4,1
CUST-01570,64,47.42,6,4,1
CUST-01571,28,52.01,4,3,1
CUST-01572,37,96.32,2,1,1
CUST-01573,47,100.22,6,1,1
CUST-01574,37,58.51,1,3,1
CUST-01575,49,61.79,2,1,0
CUST-01576,44,24.45,0,0,0
CUST-01577,56,48.91,7,4,1
CUST-01578,28,65.13,1,0,0
CUST-01579,6,31.7,6,0,1
CUST-01580,61,65.33,8,0,1
CUST-01581,20,105.32,5,3,1
CUST-01582,2,78.13,1,0,1
CUST-01583,37,27.89,1,2,1
CUST-01584,20,39.17,8,1,1
CUST-01585,26,67.45,9,3,1
CUST-01586,29,56.15,7,2,1
CUST-01587,1,55.87,8,2,1
CUST-01588,35,72.93,3,4,1
CUST-01589,70,78.44,3,4,1
CUST-01590,59,99.69,1,2,0
CUST-01591,69,54.1,9,4,1
CUST-01592,33,100.55,0,1,0
CUST-01593,51,53.86,9,1,1
CUST-01594,12,25.54,3,4,1
CUST-01595,20,75.42,9,0,1
CUST-01596,53,78.79,9,2,1
CUST-01597,43,113.45,7,1,1
CUST-01598,50,92.61,1,4,1
CUST-01599,29,111.78,7,4,1
CUST-01600,57,110.83,0,1,0
CUST-01601,39,80.46,0,1,0
CUST-01602,56,72.78,3,0,0
CUST-01603,43,75.74,6,4,1
CUST-01604,50,117.83,8,4,1
CUST-01605,23,97.32,4,3,1
CUST-01606,44,30.63,1,0,0
CUST-01607,38,97.84,6,1,1
CUST-01608,23,37.05,1,1,1
CUST-01609,45,64.74,8,2,1
CUST-01610,52,41.05,8,1,1
CUST-01611,50,88.96,2,4,1
CUST-01612,8,107.73,7,1,1
CUST-01613,1,49.04,3,4,1
CUST-01614,8,28.2,2,4,1
CUST-01615,29,49.85,0,0,0
CUST-01616,5,87.24,4,1,1
CUST-01617,47,52.88,3,0,1
CUST-01618,34,47.81,0,4,1
CUST-01619,65,38.44,9,1,1
CUST-01620,55,69.75,7,1,1
CUST-01621,43,47.59,7,0,1
CUST-01622,30,93.1,7,0,1
CUST-01623,17,27.66,2,4,1
CUST-01624,26,86.4,5,4,1
CUST-01625,8,43.76,6,1,1
CUST-01626,47,68.93,8,1,1
CUST-01627,46,48.61,4,3,1
CUST-01628,68,92.28,8,3,1
CUST-01629,33,114.53,5,2,1
CUST-01630,1,111.71,9,4,1
CUST-01631,19,78.34,9,2,1
CUST-01632,31,66.26,9,2,1
CUST-01633,14,101.83,3,0,1
CUST-01634,53,88.33,0,0,0
CUST-01635,48,38.36,0,3,1
CUST-01636,69,102.09,9,2,1
CUST-01637,62,62.89,4,3,1
CUST-01638,66,38.9,2,4,1
CUST-01639,64,48.18,4,1,1
CUST-01640,70,46.75,4,0,0
CUST-01641,63,71.92,0,4,0
CUST-01642,33,43.44,7,4,1
CUST-01643,41,32.36,4,0,1
CUST-01644,48,32.37,4,0,1
CUST-01645,13,78.33,8,2,1
CUST-01646,31,93.48,7,3,1
CUST-01647,68,52.15,0,4,0
CUST-01648,4,23.47,2,2,1
CUST-01649,19,32.72,6,2,1
CUST-01650,70,111.47,0,4,0
CUST-01651,13,69.35,0,4,1
CUST-01652,23,65.36,4,1,1
CUST-01653,1,23.8,8,3,1
CUST-01654,54,92.86,5,4,1
CUST-01655,71,72.81,9,0,1
CUST-01656,15,40.21,1,1,1
CUST-01657,65,31.01,8,3,1
CUST-01658,71,58.34,5,0,0
CUST-01659,15,103.72,4,0,1
CUST-01660,21,106.53,4,3,1
CUST-01661,19,80.28,2,1,1
CUST-01662,60,92.75,5,0,0
CUST-01663,33,31.52,3,2,1
CUST-01664,49,78.81,9,3,1
CUST-01665,35,86.7,1,3,1
CUST-01666,44,40.07,2,4,1
CUST-01667,11,108.02,8,1,1
CUST-01668,66,39.5,8,2,1
CUST-01669,46,51.35,5,2,1
CUST-01670,9,82.06,9,4,1
CUST-01671,3,83.84,9,0,1
CUST-01672,26,89.94,8,0,1
CUST-01673,48,31.2,3,2,1
CUST-01674,66,104.95,4,1,0
CUST-01675,70,73.28,9,0,1
CUST-01676,28,67.13,5,3,1
CUST-01677,26,118.11,8,4,1
CUST-01678,25,94.04,4,1,1
CUST-01679,12,31.8,7,0,1
CUST-01680,5,95.65,0,2,1
CUST-01681,48,29.52,4,4,1
CUST-01682,37,22.75,9,0,1
CUST-01683,44,60.36,0,2,0
CUST-01684,15,119.36,9,0,1
CUST-01685,43,37.49,5,4,1
CUST-01686,48,87.26,6,3,1
CUST-01687,70,37.34,4,3,1
CUST-01688,46,92.48,0,2,0
CUST-01689,43,70.54,5,3,1
CUST-01690,21,88.0,9,4,1
CUST-01691,23,40.29,4,2,1
CUST-01692,47,94.56,5,0,1
CUST-01693,15,119.56,9,1,1
CUST-01694,25,86.57,6,0,1
CUST-01695,36,69.35,6,4,1
CUST-01696,51,112.32,1,2,0
CUST-01697,15,21.59,2,0,1
CUST-01698,68,92.99,5,2,1
CUST-01699,21,108.87,2,3,1
CUST-01700,13,26.17,1,1,1
CUST-01701,19,65.01,3,4,1
CUST-01702,34,40.47,4,0,1
CUST-01703,68,76.65,9,1,1
CUST-01704,52,84.95,8,4,1
CUST-01705,27,50.26,2,4,1
CUST-01706,29,66.0,2,3,1
CUST-01707,28,47.93,5,2,1
CUST-01708,35,56.94,4,2,1
CUST-01709,8,35.95,5,1,1
CUST-01710,16,108.56,6,3,1
CUST-01711,36,21.0,2,4,1
CUST-01712,30,108.24,4,3,1
CUST-01713,18,77.17,7,3,1
CUST-01714,2,53.17,3,1,1
CUST-01715,49,92.31,9,2,1
CUST-01716,4,70.78,1,3,1
CUST-01717,7,69.91,3,3,1
CUST-01718,39,31.01,1,3,1
CUST-01719,13,58.95,2,0,1
CUST-01720,31,44.11,3,3,1
CUST-01721,71,21.57,3,3,1
CUST-01722,63,56.01,9,4,1
CUST-01723,56,28.98,8,0,1
CUST-01724,42,45.68,9,3,1
CUST-01725,61,29.25,5,3,1
CUST-01726,42,30.09,8,1,1
CUST-01727,56,39.9,3,1,1
CUST-01728,36,119.98,8,0,1
CUST-01729,68,20.22,8,4,1
CUST-01730,7,83.87,5,0,1
CUST-01731,54,34.12,4,0,1
CUST-01732,1,112.06,2,1,1
CUST-01733,44,29.36,4,1,1
CUST-01734,45,115.51,2,4,1
CUST-01735,47,81.09,4,3,1
CUST-01736,13,20.13,4,4,1
CUST-01737,22,109.4,1,3,1
CUST-01738,21,72.17,8,2,1
CUST-01739,9,46.27,6,1,1
CUST-01740,26,96.73,5,2,1
CUST-01741,9,112.67,4,2,1
CUST-01742,15,68.37,3,1,1
CUST-01743,10,51.56,7,2,1
CUST-01744,42,98.89,1,0,0
CUST-01745,24,88.18,7,3,1
CUST-01746,49,108.88,0,4,1
CUST-01747,26,89.25,9,1,1
CUST-01748,37,44.35,0,0,0
CUST-01749,68,113.17,2,4,1
CUST-01750,50,30.48,4,4,1
CUST-01751,24,46.79,5,4,1
CUST-01752,19,72.02,3,2,1
CUST-01753,60,76.57,6,2,1
CUST-01754,39,21.53,6,2,1
CUST-01755,18,98.06,1,2,1
CUST-01756,19,56.16,1,0,1
CUST-01757,36,60.64,1,2,1
CUST-01758,55,100.94,1,1,0
CUST-01759,69,57.93,8,4,1
CUST-01760,47,24.72,4,0,1
CUST-01761,49,37.64,7,2,1
CUST-01762,33,115.59,4,4,1
CUST-01763,21,27.04,4,0,1
CUST-01764,22,55.49,0,4,1
CUST-01765,48,70.32,5,0,1
CUST-01766,37,69.33,3,3,1
CUST-01767,15,20.4,2,0,1
CUST-01768,35,70.12,5,2,1
CUST-01769,71,58.38,1,4,1
CUST-01770,32,117.21,7,4,1
CUST-01771,11,35.92,0,4,1
CUST-01772,10,55.42,8,1,1
CUST-01773,57,61.95,7,1,1
CUST-01774,25,59.07,0,2,1
CUST-01775,2,86.58,9,3,1
CUST-01776,64,41.55,8,1,1
CUST-01777,35,42.11,1,0,0
CUST-01778,7,92.92,2,2,1
CUST-01779,18,70.03,1,3,1
CUST-01780,67,61.52,7,0,1
CUST-01781,42,36.92,1,4,1
CUST-01782,39,38.75,9,1,1
CUST-01783,41,21.06,1,0,0
CUST-01784,24,29.14,0,3,1
CUST-01785,60,75.68,6,2,1
CUST-01786,46,109.19,1,0,0
CUST-01787,19,48.72,9,2,1
CUST-01788,68,52.77,4,4,1
CUST-01789,42,31.56,4,3,1
CUST-01790,32,58.86,2,3,1
CUST-01791,39,23.72,2,1,1
CUST-01792,36,111.76,2,3,1
CUST-01793,36,87.31,5,0,1
CUST-01794,3,119.07,3,0,1
CUST-01795,8,108.28,2,0,1
CUST-01796,70,67.3,1,4,1
CUST-01797,41,71.97,2,3,1
CUST-01798,68,39.06,3,3,1
CUST-01799,13,66.2,5,0,1
CUST-01800,49,110.3,3,1,0
CUST-01801,60,25.09,7,1,1
CUST-01802,2,106.36,2,3,1
CUST-01803,60,54.09,2,3,1
CUST-01804,5,109.95,2,2,1
CUST-01805,44,114.09,7,3,1
CUST-01806,27,87.09,3,0,1
CUST-01807,32,86.44,0,4,1
CUST-01808,21,65.28,1,3,1
CUST-01809,8,103.55,9,3,1
CUST-01810,50,116.16,1,0,0
CUST-01811,67,97.51,2,2,0
CUST-01812,44,82.19,5,3,1
CUST-01813,58,80.68,7,1,1
CUST-01814,3,104.95,0,1,1
CUST-01815,70,74.12,8,1,1
CUST-01816,2,100.39,0,4,1
CUST-01817,44,70.89,9,4,1
CUST-01818,2,26.24,1,3,1
CUST-01819,35,58.39,2,3,1
CUST-01820,30,64.44,6,3,1
CUST-01821,8,34.16,8,4,1
CUST-01822,22,30.25,2,3,1
CUST-01823,44,73.55,7,0,1
CUST-01824,58,28.51,8,2,1
CUST-01825,36,50.29,9,1,1
CUST-01826,69,94.46,6,1,1
CUST-01827,31,116.44,3,0,1
CUST-01828,47,91.79,3,3,1
CUST-01829,55,119.26,3,4,1
CUST-01830,62,89.83,5,3,1
CUST-01831,30,49.38,3,3,1
CUST-01832,55,87.21,4,1,1
CUST-01833,16,90.22,8,1,1
CUST-01834,12,57.17,6,4,1
CUST-01835,17,21.77,7,1,1
CUST-01836,16,90.32,4,3,1
CUST-01837,12,22.17,4,0,1
CUST-01838,8,83.12,6,4,1
CUST-01839,3,36.36,7,0,1
CUST-01840,16,76.56,8,3,1
CUST-01841,30,70.39,1,4,1
CUST-01842,23,21.35,2,0,1
CUST-01843,5,56.29,1,4,1
CUST-01844,65,80.11,9,3,1
CUST-01845,30,104.86,6,4,1
CUST-01846,21,108.86,1,3,1
CUST-01847,70,68.38,1,4,1
CUST-01848,22,92.84,1,4,1
CUST-01849,32,51.65,3,1,1
CUST-01850,33,54.22,0,3,1
CUST-01851,16,39.45,1,2,1
CUST-01852,38,76.19,2,4,1
CUST-01853,14,51.46,6,0,1
CUST-01854,36,28.44,9,1,1
CUST-01855,23,88.5,0,1,1
CUST-01856,66,90.78,5,4,1
CUST-01857,2,56.0,2,2,1
CUST-01858,65,27.67,2,1,0
CUST-01859,67,62.63,3,3,1
CUST-01860,52,64.23,3,4,1
CUST-01861,62,86.87,6,4,1
CUST-01862,23,51.54,2,2,1
CUST-01863,26,88.26,7,3,1
CUST-01864,68,107.15,7,3,1
CUST-01865,55,43.75,6,2,1
CUST-01866,6,117.89,1,0,1
CUST-01867,35,58.64,4,3,1
CUST-01868,22,46.73,5,0,1
CUST-01869,43,62.15,9,0,1
CUST-01870,15,29.44,3,4,1
CUST-01871,60,32.57,9,4,1
CUST-01872,12,61.44,4,1,1
CUST-01873,49,96.24,8,4,1
CUST-01874,42,110.03,6,3,1
CUST-01875,38,86.48,1,3,1
CUST-01876,45,30.52,0,0,0
CUST-01877,35,87.2,1,3,1
CUST-01878,30,83.54,2,4,1
CUST-01879,30,100.58,1,4,1
CUST-01880,6,102.52,2,4,1
CUST-01881,67,106.82,9,2,1
CUST-01882,7,61.41,8,3,1
CUST-01883,52,89.79,3,1,0
CUST-01884,14,46.83,8,3,1
CUST-01885,15,119.93,2,3,1
CUST-01886,21,37.53,0,2,1
CUST-01887,35,21.01,4,3,1
CUST-01888,66,34.88,9,0,1
CUST-01889,2,97.59,9,4,1
CUST-01890,35,64.68,1,4,1
CUST-01891,20,64.75,3,2,1
CUST-01892,10,115.5,1,4,1
CUST-01893,25,111.96,1,0,0
CUST-01894,66,51.12,2,2,0
CUST-01895,25,40.91,4,1,1
CUST-01896,54,104.85,3,4,1
CUST-01897,33,110.6,1,3,1
CUST-01898,36,74.16,9,0,1
CUST-01899,14,82.94,1,0,1
CUST-01900,65,45.69,5,4,1
CUST-01901,54,100.08,6,1,1
CUST-01902,52,83.21,9,3,1
CUST-01903,3,70.35,5,1,1
CUST-01904,41,26.01,6,1,1
CUST-01905,6,111.59,0,4,1
CUST-01906,25,81.55,5,3,1
CUST-01907,13,39.27,2,4,1
CUST-01908,8,80.64,0,4,1
CUST-01909,21,87.75,7,0,1
CUST-01910,68,72.58,3,4,1
CUST-01911,25,91.81,9,2,1
CUST-01912,68,78.15,7,3,1
CUST-01913,45,114.78,9,0,1
CUST-01914,60,25.37,3,3,1
CUST-01915,12,30.62,3,0,1
CUST-01916,32,37.37,9,2,1
CUST-01917,13,89.02,3,4,1
CUST-01918,31,84.56,5,0,1
CUST-01919,20,109.21,8,0,1
CUST-01920,18,93.29,4,0,1
CUST-01921,60,70.84,9,2,1
CUST-01922,63,119.18,7,3,1
CUST-01923,6,46.61,7,2,1
CUST-01924,32,103.32,3,0,1
CUST-01925,43,62.68,9,0,1
CUST-01926,2,84.87,8,4,1
CUST-01927,60,92.73,8,2,1
CUST-01928,23,83.38,4,2,1
CUST-01929,31,34.05,5,1,1
CUST-01930,5,64.3,4,3,1
CUST-01931,34,76.14,2,1,1
CUST-01932,10,104.9,7,1,1
CUST-01933,2,64.36,8,3,1
CUST-01934,11,111.87,3,4,1
CUST-01935,50,64.04,8,4,1
CUST-01936,31,74.88,8,3,1
CUST-01937,56,99.63,6,3,1
CUST-01938,9,78.31,7,2,1
CUST-01939,21,116.02,2,2,1
CUST-01940,28,86.03,4,2,1
CUST-01941,62,72.27,2,2,0
CUST-01942,7,22.36,6,0,1
CUST-01943,16,61.37,5,0,1
CUST-01944,4,49.92,2,4,1
CUST-01945,4,94.81,8,0,1
CUST-01946,40,40.83,0,0,0
CUST-01947,17,40.52,9,2,1
CUST-01948,52,38.95,2,2,1
CUST-01949,52,32.56,9,3,1
CUST-01950,36,51.1,6,2,1
CUST-01951,38,108.59,2,3,1
CUST-01952,50,97.49,2,3,1
CUST-01953,63,93.53,1,0,0
CUST-01954,63,99.73,8,2,1
CUST-01955,62,46.94,3,0,0
CUST-01956,7,108.74,9,2,1
CUST-01957,27,33.73,5,0,1
CUST-01958,14,53.63,1,0,1
CUST-01959,71,78.67,8,0,1
CUST-01960,5,30.29,6,4,1
CUST-01961,55,93.01,9,0,1
CUST-01962,2,58.72,4,1,1
CUST-01963,62,98.44,6,1,1
CUST-01964,21,69.29,3,1,1
CUST-01965,21,38.09,9,3,1
CUST-01966,10,93.48,6,0,1
CUST-01967,58,45.21,1,1,0
CUST-01968,39,69.08,6,3,1
CUST-01969,5,27.55,3,1,1
CUST-01970,65,81.79,3,2,0
CUST-01971,13,86.59,0,4,1
CUST-01972,53,57.87,2,0,0
CUST-01973,45,115.44,4,4,1
CUST-01974,32,107.42,4,4,1
CUST-01975,36,90.79,1,2,1
CUST-01976,60,91.37,3,2,1
CUST-01977,11,45.24,0,2,1
CUST-01978,63,85.68,8,3,1
CUST-01979,21,39.82,0,1,1
CUST-01980,52,34.4,5,0,1
CUST-01981,55,119.95,6,2,1
CUST-01982,26,82.24,2,0,1
CUST-01983,68,63.1,0,0,0
CUST-01984,34,48.82,6,0,1
CUST-01985,52,80.39,2,2,1
CUST-01986,52,24.96,9,2,1
CUST-01987,29,29.47,5,1,1
CUST-01988,38,23.29,5,2,1
CUST-01989,42,69.92,3,2,1
CUST-01990,21,80.06,5,0,1
CUST-01991,42,26.25,9,1,1
CUST-01992,13,92.12,3,4,1
CUST-01993,64,43.04,7,2,1
CUST-01994,17,88.52,8,2,1
CUST-01995,9,118.19,1,4,1
CUST-01996,41,89.11,6,0,1
CUST-01997,1,108.32,8,1,1
CUST-01998,2,114.82,8,0,1
CUST-01999,60,68.68,4,3,1
CUST-02000,48,90.23,0,2,0
CUST-02001,29,105.2,5,3,1
CUST-02002,10,55.66,7,2,1
CUST-02003,58,46.14,0,3,0
CUST-02004,60,114.66,1,4,1
CUST-02005,21,92.63,0,2,1
CUST-02006,28,41.97,4,2,1
CUST-02007,34,64.91,1,3,1
CUST-02008,8,99.65,9,1,1
CUST-02009,59,74.71,9,3,1
CUST-02010,49,85.0,3,2,1
CUST-02011,17,95.38,0,2,1
CUST-02012,60,82.2,6,1,1
CUST-02013,45,74.01,7,0,1
CUST-02014,69,94.96,4,1,0
CUST-02015,32,92.76,1,0,0
CUST-02016,44,82.99,7,2,1
CUST-02017,65,55.98,0,4,1
CUST-02018,8,60.58,6,4,1
CUST-02019,43,117.04,0,3,0
CUST-02020,1,31.24,5,1,1
CUST-02021,51,46.85,5,1,1
CUST-02022,24,69.24,4,4,1
CUST-02023,24,103.67,1,0,0
CUST-02024,17,36.37,1,1,1
CUST-02025,5,47.7,8,0,1
CUST-02026,20,26.58,4,0,1
CUST-02027,21,90.6,4,0,1
CUST-02028,58,43.82,6,0,1
CUST-02029,31,58.87,5,3,1
CUST-02030,11,64.37,1,3,1
CUST-02031,52,109.13,0,4,1
CUST-02032,15,61.13,4,3,1
CUST-02033,7,34.52,3,1,1
CUST-02034,28,72.43,2,3,1
CUST-02035,51,116.3,1,1,0
CUST-02036,58,80.77,9,1,1
CUST-02037,5,118.34,1,0,1
CUST-02038,5,104.11,3,4,1
CUST-02039,8,23.6,1,0,1
CUST-02040,64,85.84,3,0,0
CUST-02041,10,48.68,2,3,1
CUST-02042,38,75.96,8,3,1
CUST-02043,8,47.93,6,1,1
CUST-02044,25,54.89,2,3,1
CUST-02045,66,112.32,7,3,1
CUST-02046,50,40.66,8,2,1
CUST-02047,67,107.41,6,1,1
CUST-02048,49,23.05,5,1,1
CUST-02049,36,29.09,3,2,1
CUST-02050,68,105.47,4,1,0
CUST-02051,41,83.06,7,4,1
CUST-02052,62,94.72,2,4,1
CUST-02053,10,40.94,1,2,1
CUST-02054,21,73.71,2,3,1
CUST-02055,36,93.72,6,4,1
CUST-02056,12,82.73,7,2,1
CUST-02057,2,67.17,0,4,1
CUST-02058,13,115.98,6,0,1
CUST-02059,53,87.62,8,2,1
CUST-02060,32,110.78,2,1,1
CUST-02061,16,92.98,2,4,1
CUST-02062,32,93.55,7,1,1
CUST-02063,32,28.0,3,2,1
CUST-02064,11,55.95,7,4,1
CUST-02065,10,105.84,4,1,1
CUST-02066,15,43.26,2,3,1
CUST-02067,17,31.55,3,3,1
CUST-02068,40,52.61,3,0,1
CUST-02069,18,42.04,7,2,1
CUST-02070,55,112.53,5,1,1
CUST-02071,25,106.8,6,0,1
CUST-02072,59,69.97,8,2,1
CUST-02073,22,26.13,5,3,1
CUST-02074,30,91.46,2,1,1
CUST-02075,44,82.34,2,4,1
CUST-02076,32,117.06,2,3,1
CUST-02077,51,75.9,9,4,1
CUST-02078,46,53.64,1,4,1
CUST-02079,21,71.9,0,1,1
CUST-02080,32,117.93,9,1,1
CUST-02081,39,89.64,0,4,1
CUST-02082,12,87.2,3,0,1
CUST-02083,47,44.07,2,4,1
CUST-02084,18,94.36,4,4,1
CUST-02085,21,95.03,8,1,1
CUST-02086,13,51.73,7,2,1
CUST-02087,21,68.37,8,3,1
CUST-02088,8,49.46,4,1,1
CUST-02089,46,45.87,7,0,1
CUST-02090,7,22.59,3,3,1
CUST-02091,23,48.52,4,1,1
CUST-02092,22,75.4,2,1,1
CUST-02093,22,20.16,4,2,1
CUST-02094,29,48.32,2,0,1
CUST-02095,13,108.14,4,0,1
CUST-02096,2,79.36,4,1,1
CUST-02097,29,80.79,5,2,1
CUST-02098,52,60.34,8,1,1
CUST-02099,27,87.65,0,4,1
CUST-02100,50,38.99,9,4,1
CUST-02101,23,101.87,5,2,1
CUST-02102,44,31.67,0,1,0
CUST-02103,22,85.6,5,2,1
CUST-02104,43,54.11,1,1,0
CUST-02105,37,94.75,7,1,1
CUST-02106,61,74.98,2,4,1
CUST-02107,56,65.24,9,3,1
CUST-02108,3,36.94,5,0,1
CUST-02109,63,83.68,5,0,0
CUST-02110,19,117.48,3,2,1
CUST-02111,23,102.56,4,0,1
CUST-02112,29,26.0,1,4,1
CUST-02113,30,57.62,9,3,1
CUST-02114,39,112.56,9,1,1
CUST-02115,25,70.3,7,1,1
CUST-02116,8,86.21,9,4,1
CUST-02117,58,111.26,6,0,1
CUST-02118,16,107.38,9,1,1
CUST-02119,1,70.18,5,0,1
CUST-02120,5,63.76,6,4,1
CUST-02121,3,53.97,0,1,1
CUST-02122,65,91.9,4,2,1
CUST-02123,4,48.7,6,3,1
CUST-02124,64,44.99,0,0,0
CUST-02125,10,55.62,1,0,1
CUST-02126,21,37.72,8,0,1
CUST-02127,46,89.51,2,0,0
CUST-02128,27,81.62,5,4,1
CUST-02129,66,68.29,6,4,1
CUST-02130,41,59.03,8,4,1
CUST-02131,13,110.91,4,4,1
CUST-02132,9,22.91,3,1,1
CUST-02133,36,96.91,1,4,1
CUST-02134,58,110.19,2,1,0
CUST-02135,54,64.64,4,2,1
CUST-02136,12,75.07,1,4,1
CUST-02137,14,114.45,3,2,1
CUST-02138,34,41.23,0,4,1
CUST-02139,53,72.01,3,2,1
CUST-02140,20,67.47,6,3,1
CUST-02141,16,45.84,2,2,1
CUST-02142,70,101.86,9,1,1
CUST-02143,56,109.96,7,0,1
CUST-02144,58,98.19,5,2,1
CUST-02145,4,39.54,5,0,1
CUST-02146,4,28.67,0,3,1
CUST-02147,20,80.54,4,3,1
CUST-02148,10,25.71,2,1,1
CUST-02149,24,87.28,9,1,1
CUST-02150,26,73.04,0,2,1
CUST-02151,37,86.28,7,4,1
CUST-02152,54,79.02,6,3,1
CUST-02153,21,62.27,6,0,1
CUST-02154,38,40.09,9,4,1
CUST-02155,46,50.57,9,3,1
CUST-02156,4,72.45,9,2,1
CUST-02157,60,85.19,3,3,1
CUST-02158,57,97.95,5,1,1
CUST-02159,45,96.72,8,0,1
CUST-02160,20,117.27,2,0,1
CUST-02161,17,48.58,8,1,1
CUST-02162,71,27.11,3,4,1
CUST-02163,4,54.57,4,1,1
CUST-02164,14,94.33,6,0,1
CUST-02165,3,63.81,5,2,1
CUST-02166,58,101.78,9,4,1
CUST-02167,55,74.93,7,3,1
CUST-02168,4,112.98,7,2,1
CUST-02169,24,114.79,7,4,1
CUST-02170,34,26.93,2,0,1
CUST-02171,30,65.64,9,0,1
CUST-02172,19,80.97,5,2,1
CUST-02173,31,45.59,6,4,1
CUST-02174,60,60.71,8,3,1
CUST-02175,60,87.77,9,3,1
CUST-02176,19,42.67,9,1,1
CUST-02177,49,80.2,3,2,1
CUST-02178,63,89.74,4,4,1
CUST-02179,22,29.05,7,2,1
CUST-02180,24,69.75,0,3,1
CUST-02181,30,46.31,5,4,1
CUST-02182,58,92.44,3,0,0
CUST-02183,31,38.96,4,0,1
CUST-02184,64,109.22,4,4,1
CUST-02185,19,63.09,1,2,1
CUST-02186,48,39.8,7,2,1
CUST-02187,45,63.8,1,0,0
CUST-02188,55,60.87,3,0,0
CUST-02189,55,62.89,4,3,1
CUST-02190,18,78.56,0,4,1
CUST-02191,63,72.12,5,2,1
CUST-02192,47,34.98,1,3,1
CUST-02193,57,26.56,4,2,1
CUST-02194,45,92.94,5,0,1
CUST-02195,33,75.97,7,4,1
CUST-02196,17,55.9,8,1,1
CUST-02197,70,100.84,5,4,1
CUST-02198,4,58.81,4,1,1
CUST-02199,20,99.6,3,3,1
CUST-02200,47,50.58,1,1,0
CUST-02201,15,27.28,1,1,1
CUST-02202,70,113.26,6,3,1
CUST-02203,47,59.46,4,4,1
